,Unnamed: 0,mol,smiles,pic50
1417,,,c12c(cccc1)NC(=O)Cc1cnc(Nc3ccc(Br)cc3)nc1-2,3.9599955715804214
1418,,,c1c2c(ccc1)NC(=O)Cc1c-2nc(Nc2ccc(Br)cc2)nc1,3.9141745490939894
1419,,,N(c1ncc2c(n1)-c1c(cccc1)NC(=O)C2)c1ccc(Br)cc1,3.7923106837295526
1420,,,c1cccc2c1NC(=O)Cc1cnc(Nc3ccc(Br)cc3)nc1-2,3.8076972841188894
1421,,,c12ccccc1NC(=O)Cc1c-2nc(Nc2ccc(Br)cc2)nc1,4.03235228652993
1422,,,Clc1c([C@@H](C)Oc2c(C(=O)N)sc(-n3c4cc(OCCCN(C)C)ccc4nc3)c2)cccc1,8.396807269726503
1423,,,c1c2c(ccc1OCCCN(C)C)ncn2-c1sc(C(N)=O)c(O[C@@H](c2ccccc2Cl)C)c1,8.456252352700085
1424,,,[C@@H](Oc1c(C(N)=O)sc(-n2c3cc(OCCCN(C)C)ccc3nc2)c1)(C)c1ccccc1Cl,8.413838315192383
1425,,,s1c(C(=O)N)c(O[C@@H](c2c(Cl)cccc2)C)cc1-n1c2c(ccc(OCCCN(C)C)c2)nc1,8.423925720289926
1426,,,c1cc(Cl)c([C@H](Oc2cc(-n3c4c(nc3)ccc(OCCCN(C)C)c4)sc2C(N)=O)C)cc1,8.257107725334595
1427,,,s1c(-n2cnc3ccc(OCCCN(C)C)cc32)cc(O[C@H](C)c2c(Cl)cccc2)c1C(N)=O,8.334036766503152
1428,,,c12c(ccc(OCCCN(C)C)c1)ncn2-c1sc(C(N)=O)c(O[C@H](C)c2ccccc2Cl)c1,8.4131031476271
1429,,,Clc1ccccc1[C@H](Oc1c(C(N)=O)sc(-n2cnc3ccc(OCCCN(C)C)cc32)c1)C,8.297447162566403
1430,,,O([C@@H](c1c(Cl)cccc1)C)c1c(C(=O)N)sc(-n2c3cc(OCCCN(C)C)ccc3nc2)c1,8.398279368536205
1431,,,c12c(nc(Nc3c(OC(F)(F)F)cc(C(=O)N)cc3)nc1)-c1n(C)nc(C(=O)Nc3c(CC)cccc3CC)c1CC2,5.051114296848022
1432,,,c1cc(CC)c(NC(=O)c2nn(C)c3c2CCc2cnc(Nc4c(OC(F)(F)F)cc(C(N)=O)cc4)nc2-3)c(CC)c1,4.993202472038378
1433,,,C(F)(F)(Oc1cc(C(N)=O)ccc1Nc1nc2c(cn1)CCc1c-2n(C)nc1C(=O)Nc1c(CC)cccc1CC)F,4.8266301027288705
1434,,,c1ccc(CC)c(NC(=O)c2nn(C)c3c2CCc2c-3nc(Nc3c(OC(F)(F)F)cc(C(N)=O)cc3)nc2)c1CC,5.0683092626066815
1435,,,c1nc(Nc2ccc(C(N)=O)cc2OC(F)(F)F)nc2c1CCc1c(C(Nc3c(CC)cccc3CC)=O)nn(C)c1-2,4.815401144482273
1436,,,C(c1cccc(CC)c1NC(c1c2c(n(C)n1)-c1c(cnc(Nc3ccc(C(=O)N)cc3OC(F)(F)F)n1)CC2)=O)C,4.617945003984397
1437,,,n1c(C(=O)Nc2c(CC)cccc2CC)c2c(n1C)-c1c(cnc(Nc3c(OC(F)(F)F)cc(C(=O)N)cc3)n1)CC2,5.043379589947845
1438,,,c1(C(=O)N)cc(OC(F)(F)F)c(Nc2ncc3c(n2)-c2n(C)nc(C(Nc4c(CC)cccc4CC)=O)c2CC3)cc1,5.103982591905492
1439,,,C1Cc2c(nc(Nc3c(OC(F)(F)F)cc(C(N)=O)cc3)nc2)-c2n(C)nc(C(=O)Nc3c(CC)cccc3CC)c21,5.089987948119241
1440,,,C1Cc2cnc(Nc3c(OC(F)(F)F)ccc(N4CCN(C)CC4)c3)nc2-c2n(CCO)nc(C(=O)N)c21,8.609498578716861
1441,,,FC(F)(F)Oc1ccc(N2CCN(C)CC2)cc1Nc1ncc2c(n1)-c1c(c(C(=O)N)nn1CCO)CC2,8.518112796825502
1442,,,C1c2c(nc(Nc3c(OC(F)(F)F)ccc(N4CCN(C)CC4)c3)nc2)-c2c(c(C(N)=O)nn2CCO)C1,8.477851676565745
1443,,,C(Cn1c2c(c(C(=O)N)n1)CCc1cnc(Nc3cc(N4CCN(C)CC4)ccc3OC(F)(F)F)nc1-2)O,8.530229594884894
1444,,,C1CN(c2ccc(OC(F)(F)F)c(Nc3nc4c(cn3)CCc3c-4n(CCO)nc3C(=O)N)c2)CCN1C,8.611218927840056
1445,,,c1cc(N2CCN(C)CC2)cc(Nc2nc3c(cn2)CCc2c-3n(CCO)nc2C(=O)N)c1OC(F)(F)F,8.567287897519337
1446,,,c1(Nc2nc3c(cn2)CCc2c-3n(CCO)nc2C(N)=O)c(OC(F)(F)F)ccc(N2CCN(C)CC2)c1,8.55877154946437
1447,,,c12c(cnc(Nc3c(OC(F)(F)F)ccc(N4CCN(C)CC4)c3)n1)CCc1c(C(=O)N)nn(CCO)c1-2,8.655142794024341
1448,,,FC(Oc1c(Nc2nc3c(cn2)CCc2c-3n(CCO)nc2C(N)=O)cc(N2CCN(C)CC2)cc1)(F)F,8.680438454992249
1449,,,c1c2n(nc(Nc3cc(OC)c(OC)c(OC)c3)n1)c(-c1cc(Br)ccc1)nc2C,7.247279371082577
1450,,,c1(OC)c(OC)c(OC)cc(Nc2ncc3c(C)nc(-c4cc(Br)ccc4)n3n2)c1,7.216764339332674
1451,,,c1c(Nc2ncc3n(n2)c(-c2cc(Br)ccc2)nc3C)cc(OC)c(OC)c1OC,7.026425311194249
1452,,,c1(Br)cc(-c2n3nc(Nc4cc(OC)c(OC)c(OC)c4)ncc3c(C)n2)ccc1,7.124866092271491
1453,,,COc1cc(Nc2ncc3c(C)nc(-c4cc(Br)ccc4)n3n2)cc(OC)c1OC,7.2935912019026095
1454,,,Cc1nc(-c2cccc(Br)c2)n2nc(Nc3cc(OC)c(OC)c(OC)c3)ncc21,7.208998838667539
1455,,,c1(-c2nc(C)c3cnc(Nc4cc(OC)c(OC)c(OC)c4)nn23)cccc(Br)c1,7.054566592561079
1456,,,c1(OC)c(OC)cc(Nc2ncc3n(n2)c(-c2cccc(Br)c2)nc3C)cc1OC,7.2693628606882195
1457,,,c1(Br)cccc(-c2nc(C)c3cnc(Nc4cc(OC)c(OC)c(OC)c4)nn32)c1,7.214693210573276
1458,,,OC(Cc1c2c(n(CC(O)CN3CCCCC3)c1)cccc2)=O,6.322697151975331
1459,,,O=C(O)Cc1c2c(cccc2)n(CC(CN2CCCCC2)O)c1,6.506506406750078
1460,,,c1ccc2c(CC(O)=O)cn(CC(CN3CCCCC3)O)c2c1,6.153776972412136
1461,,,c12n(CC(CN3CCCCC3)O)cc(CC(O)=O)c1cccc2,6.370379161460672
1462,,,c1(CC(=O)O)c2c(cccc2)n(CC(CN2CCCCC2)O)c1,6.397802490709595
1463,,,c1cccc2n(CC(O)CN3CCCCC3)cc(CC(=O)O)c12,6.467257756063985
1464,,,C(O)(Cc1cn(CC(O)CN2CCCCC2)c2ccccc21)=O,6.325609126373701
1465,,,c1ccc2c(CC(O)=O)cn(CC(O)CN3CCCCC3)c2c1,6.3346645695023165
1466,,,OC(=O)Cc1c2c(n(CC(O)CN3CCCCC3)c1)cccc2,6.508622637848042
1467,,,Brc1c(OC)c(OC)cc(/C=C2\C(=O)Nc3ccc(Br)cc32)c1,4.804389165709115
1468,,,COc1c(OC)c(Br)cc(/C=C2\C(=O)Nc3ccc(Br)cc32)c1,4.9794616416588
1469,,,C(\c1cc(Br)c(OC)c(OC)c1)=C1\C(=O)Nc2c1cc(Br)cc2,5.067381690222445
1470,,,COc1cc(/C=C2\C(=O)Nc3ccc(Br)cc32)cc(Br)c1OC,5.1218292712960904
1471,,,c12cc(Br)ccc1NC(=O)/C2=C\c1cc(Br)c(OC)c(OC)c1,4.968712721960475
1472,,,c1c(OC)c(OC)c(Br)cc1/C=C1/c2c(ccc(Br)c2)NC1=O,5.109866649933259
1473,,,c1(Br)ccc2c(c1)/C(=C/c1cc(OC)c(OC)c(Br)c1)C(=O)N2,4.921064790913893
1474,,,O=C1Nc2ccc(Br)cc2/C1=C/c1cc(OC)c(OC)c(Br)c1,4.977200689840117
1475,,,c1(Br)c(OC)c(OC)cc(/C=C2/c3c(ccc(Br)c3)NC2=O)c1,5.178795394531474
1476,,,c1c(/C=C2/C(=O)Nc3ccc(OC)cc32)cc2c(cn[nH]2)c1,5.02038699205477
1477,,,c12c(cn[nH]1)ccc(/C=C1\c3cc(OC)ccc3NC1=O)c2,5.115299757595121
1478,,,c1c(/C=C2\c3cc(OC)ccc3NC2=O)cc2c(c1)cn[nH]2,5.014346752699546
1479,,,c12cc(/C=C3\c4c(ccc(OC)c4)NC3=O)ccc1cn[nH]2,4.823640172719398
1480,,,COc1ccc2c(c1)/C(=C\c1cc3[nH]ncc3cc1)C(=O)N2,4.985930927144062
1481,,,C1(=O)/C(=C/c2cc3c(cc2)cn[nH]3)c2c(ccc(OC)c2)N1,5.030855026892719
1482,,,c12cc(OC)ccc1NC(=O)/C2=C/c1cc2[nH]ncc2cc1,5.0148158009331025
1483,,,c1cc2c(cc1OC)/C(=C\c1ccc3c(c1)[nH]nc3)C(=O)N2,5.015425415887198
1484,,,c1c(OC)ccc2c1/C(=C\c1ccc3cn[nH]c3c1)C(=O)N2,4.876143349970312
1485,,,c1(-n2cnc3ccccc32)sc(C(N)=O)c(OCc2c(C(F)(F)F)cccc2)c1,7.719431901991421
1486,,,c1n(-c2sc(C(=O)N)c(OCc3c(C(F)(F)F)cccc3)c2)c2ccccc2n1,7.703918197330904
1487,,,c1cccc2c1n(-c1cc(OCc3c(C(F)(F)F)cccc3)c(C(N)=O)s1)cn2,7.574709492672868
1488,,,FC(F)(c1c(COc2cc(-n3c4c(nc3)cccc4)sc2C(=O)N)cccc1)F,7.573488336845676
1489,,,c1(C(F)(F)F)c(COc2c(C(N)=O)sc(-n3c4ccccc4nc3)c2)cccc1,7.5744471397946835
1490,,,c1(OCc2c(C(F)(F)F)cccc2)cc(-n2c3c(nc2)cccc3)sc1C(=O)N,7.467853968246058
1491,,,c1(COc2cc(-n3cnc4c3cccc4)sc2C(=O)N)ccccc1C(F)(F)F,7.634349193969734
1492,,,O=C(N)c1c(OCc2ccccc2C(F)(F)F)cc(-n2c3c(cccc3)nc2)s1,7.611474515614248
1493,,,c1(COc2cc(-n3cnc4ccccc34)sc2C(N)=O)ccccc1C(F)(F)F,7.538792673408764
1494,,,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(NC4CCCC4)=O)cc3C)nc2N1C1CCCC1,8.324144716126447
1495,,,N(C1CCCC1)C(=O)c1cc(C)c(Nc2ncc3c(n2)N(C2CCCC2)[C@H](CC)C(=O)N3C)cc1,8.297526061442086
1496,,,N(c1ncc2c(n1)N(C1CCCC1)[C@H](CC)C(=O)N2C)c1c(C)cc(C(NC2CCCC2)=O)cc1,8.204920309198101
1497,,,N(c1nc2c(cn1)N(C)C(=O)[C@@H](CC)N2C1CCCC1)c1ccc(C(NC2CCCC2)=O)cc1C,8.310457636845776
1498,,,[C@@H]1(CC)C(=O)N(C)c2c(nc(Nc3ccc(C(=O)NC4CCCC4)cc3C)nc2)N1C1CCCC1,8.214722343898709
1499,,,O=C(NC1CCCC1)c1ccc(Nc2nc3c(cn2)N(C)C(=O)[C@@H](CC)N3C2CCCC2)c(C)c1,8.192856057804995
1500,,,N1(C)c2cnc(Nc3c(C)cc(C(=O)NC4CCCC4)cc3)nc2N(C2CCCC2)[C@H](CC)C1=O,8.326864208072394
1501,,,C(c1ccc(Nc2ncc3c(n2)N(C2CCCC2)[C@H](CC)C(=O)N3C)c(C)c1)(NC1CCCC1)=O,8.12022102521154
1502,,,c1cc(C(=O)NC2CCCC2)cc(C)c1Nc1nc2c(cn1)N(C)C(=O)[C@@H](CC)N2C1CCCC1,8.232589896595558
1503,,,O(c1c(Br)cc(CCNC(/C(=N/O)Cc2cc(Br)c(O)c(-c3cc(C/C(C(=O)NCCc4cc(Br)c(O)cc4)=N\O)cc(Br)c3O)c2)=O)cc1)c1cc(C/C(C(=O)NCCc2cc(Br)c(O)cc2)=N\O)cc(Br)c1O,5.184980085568374
1504,,,c1(CCNC(/C(Cc2cc(-c3c(O)c(Br)cc(C/C(=N\O)C(NCCc4ccc(Oc5cc(C/C(=N\O)C(=O)NCCc6ccc(O)c(Br)c6)cc(Br)c5O)c(Br)c4)=O)c3)c(O)c(Br)c2)=N/O)=O)cc(Br)c(O)cc1,5.249752774408382
1505,,,C(=O)(/C(=N/O)Cc1cc(Br)c(O)c(-c2c(O)c(Br)cc(C/C(=N\O)C(NCCc3ccc(O)c(Br)c3)=O)c2)c1)NCCc1cc(Br)c(Oc2cc(C/C(C(=O)NCCc3cc(Br)c(O)cc3)=N\O)cc(Br)c2O)cc1,5.26978526613706
1506,,,c1c(C/C(C(NCCc2ccc(O)c(Br)c2)=O)=N\O)cc(Br)c(O)c1Oc1c(Br)cc(CCNC(/C(=N/O)Cc2cc(-c3c(O)c(Br)cc(C/C(=N\O)C(=O)NCCc4cc(Br)c(O)cc4)c3)c(O)c(Br)c2)=O)cc1,5.23595778065884
1507,,,c1c(C/C(=N\O)C(NCCc2cc(Br)c(O)cc2)=O)cc(Br)c(O)c1Oc1ccc(CCNC(/C(Cc2cc(-c3c(O)c(Br)cc(C/C(=N\O)C(NCCc4cc(Br)c(O)cc4)=O)c3)c(O)c(Br)c2)=N/O)=O)cc1Br,5.300799904771961
1508,,,Brc1c(O)c(-c2c(O)c(Br)cc(C/C(C(=O)NCCc3ccc(Oc4c(O)c(Br)cc(C/C(C(NCCc5cc(Br)c(O)cc5)=O)=N\O)c4)c(Br)c3)=N\O)c2)cc(C/C(=N\O)C(NCCc2ccc(O)c(Br)c2)=O)c1,5.262444522414271
1509,,,C(CNC(/C(Cc1cc(Br)c(O)c(-c2c(O)c(Br)cc(C/C(=N\O)C(=O)NCCc3ccc(Oc4c(O)c(Br)cc(C/C(C(=O)NCCc5ccc(O)c(Br)c5)=N\O)c4)c(Br)c3)c2)c1)=N/O)=O)c1cc(Br)c(O)cc1,5.212237379862823
1510,,,Brc1cc(C/C(C(=O)NCCc2cc(Br)c(O)cc2)=N\O)cc(-c2cc(C/C(C(=O)NCCc3cc(Br)c(Oc4cc(C/C(C(=O)NCCc5cc(Br)c(O)cc5)=N\O)cc(Br)c4O)cc3)=N\O)cc(Br)c2O)c1O,5.315037234161405
1511,,,c1(C/C(=N\O)C(NCCc2cc(Br)c(O)cc2)=O)cc(Br)c(O)c(Oc2c(Br)cc(CCNC(/C(=N/O)Cc3cc(-c4cc(C/C(C(=O)NCCc5ccc(O)c(Br)c5)=N\O)cc(Br)c4O)c(O)c(Br)c3)=O)cc2)c1,5.338652818683226
1512,,,c1(-c2ccc(F)cc2)n(-c2nc3c(cn2)N(C)C(=O)C(CC)N3c2n[nH]cc2)ccn1,5.354346431720848
1513,,,n1c(-n2c(-c3ccc(F)cc3)ncc2)nc2c(c1)N(C)C(=O)C(CC)N2c1n[nH]cc1,5.41563711249723
1514,,,n1c(-c2ccc(F)cc2)n(-c2ncc3c(n2)N(c2cc[nH]n2)C(CC)C(=O)N3C)cc1,5.546083706904993
1515,,,CN1C(=O)C(CC)N(c2cc[nH]n2)c2nc(-n3c(-c4ccc(F)cc4)ncc3)ncc21,5.4719055683694595
1516,,,[nH]1nc(N2c3c(cnc(-n4c(-c5ccc(F)cc5)ncc4)n3)N(C)C(=O)C2CC)cc1,5.457294509125695
1517,,,N1(C)c2cnc(-n3ccnc3-c3ccc(F)cc3)nc2N(c2n[nH]cc2)C(CC)C1=O,5.600308630651816
1518,,,n1ccn(-c2ncc3c(n2)N(c2n[nH]cc2)C(CC)C(=O)N3C)c1-c1ccc(F)cc1,5.449977268901561
1519,,,C(C1C(=O)N(C)c2cnc(-n3c(-c4ccc(F)cc4)ncc3)nc2N1c1cc[nH]n1)C,5.607733507271676
1520,,,c1(N2c3nc(-n4c(-c5ccc(F)cc5)ncc4)ncc3N(C)C(=O)C2CC)cc[nH]n1,5.556550750172421
1521,,,COc1cc2n(-c3cc(OCc4ccco4)c(C(N)=O)s3)cnc2cc1OC,7.289000112544759
1522,,,c1(OC)c(OC)cc2c(ncn2-c2sc(C(=O)N)c(OCc3ccco3)c2)c1,7.880996887324756
1523,,,c1(OCc2ccco2)c(C(=O)N)sc(-n2cnc3cc(OC)c(OC)cc32)c1,7.42873705783405
1524,,,c1oc(COc2cc(-n3c4c(cc(OC)c(OC)c4)nc3)sc2C(N)=O)cc1,7.57879391667765
1525,,,c1c(OC)c(OC)cc2n(-c3cc(OCc4occc4)c(C(N)=O)s3)cnc12,7.54752519738719
1526,,,NC(c1c(OCc2occc2)cc(-n2c3c(cc(OC)c(OC)c3)nc2)s1)=O,7.703027430930582
1527,,,c1nc2c(cc(OC)c(OC)c2)n1-c1cc(OCc2occc2)c(C(N)=O)s1,7.598524812436934
1528,,,O(c1c(C(=O)N)sc(-n2c3cc(OC)c(OC)cc3nc2)c1)Cc1occc1,7.540879463760574
1529,,,c1(-n2c3c(nc2)cc(OC)c(OC)c3)cc(OCc2ccco2)c(C(N)=O)s1,7.631359085108353
1530,,,FC1(F)CC(N2[C@H](CC)C(=O)N(C)c3cnc(-n4ccnc4-c4ccc(F)cc4)nc32)C1,5.1578447433169385
1531,,,CC[C@H]1N(C2CC(F)(F)C2)c2c(cnc(-n3ccnc3-c3ccc(F)cc3)n2)N(C)C1=O,5.018311737841892
1532,,,O=C1[C@@H](CC)N(C2CC(F)(F)C2)c2nc(-n3c(-c4ccc(F)cc4)ncc3)ncc2N1C,4.988403151653575
1533,,,O=C1[C@@H](CC)N(C2CC(F)(F)C2)c2c(cnc(-n3c(-c4ccc(F)cc4)ncc3)n2)N1C,5.102809575959592
1534,,,c1c(F)ccc(-c2nccn2-c2ncc3c(n2)N(C2CC(F)(F)C2)[C@H](CC)C(=O)N3C)c1,4.995235287557463
1535,,,n1cc2c(nc1-n1ccnc1-c1ccc(F)cc1)N(C1CC(F)(F)C1)[C@H](CC)C(=O)N2C,4.991808771132498
1536,,,FC1(F)CC(N2c3c(cnc(-n4ccnc4-c4ccc(F)cc4)n3)N(C)C(=O)[C@H]2CC)C1,5.208423309952445
1537,,,FC1(F)CC(N2c3nc(-n4ccnc4-c4ccc(F)cc4)ncc3N(C)C(=O)[C@H]2CC)C1,4.960830555324794
1538,,,c1cc(-c2nccn2-c2ncc3c(n2)N(C2CC(F)(F)C2)[C@H](CC)C(=O)N3C)ccc1F,5.13210265000641
1539,,,c1ccc(-c2n3nc(Nc4ccc(OCCN(C)C)cc4)ncc3c(C)n2)cc1,6.628582393847105
1540,,,n1c(Nc2ccc(OCCN(C)C)cc2)nn2c(c1)c(C)nc2-c1ccccc1,6.421253466172704
1541,,,c1(Nc2ncc3c(C)nc(-c4ccccc4)n3n2)ccc(OCCN(C)C)cc1,6.346628343007731
1542,,,c1(C)c2cnc(Nc3ccc(OCCN(C)C)cc3)nn2c(-c2ccccc2)n1,6.53278897540042
1543,,,c1c2n(nc(Nc3ccc(OCCN(C)C)cc3)n1)c(-c1ccccc1)nc2C,6.509229364675828
1544,,,c1c(-c2nc(C)c3cnc(Nc4ccc(OCCN(C)C)cc4)nn32)cccc1,6.354632247578919
1545,,,c1cccc(-c2nc(C)c3cnc(Nc4ccc(OCCN(C)C)cc4)nn32)c1,6.502789559896274
1546,,,c1ccc(-c2nc(C)c3cnc(Nc4ccc(OCCN(C)C)cc4)nn23)cc1,6.367167473821784
1547,,,c1cc(-c2n3c(c(C)n2)cnc(Nc2ccc(OCCN(C)C)cc2)n3)ccc1,6.395547111992821
1548,,,n1ccc(-c2cc(NC)ccc2)nc1Nc1ccc(O)cc1,4.867800494975672
1549,,,CNc1cccc(-c2ccnc(Nc3ccc(O)cc3)n2)c1,5.007839253456648
1550,,,c1cc(O)ccc1Nc1nc(-c2cc(NC)ccc2)ccn1,4.807048312705335
1551,,,Oc1ccc(Nc2nccc(-c3cc(NC)ccc3)n2)cc1,4.856194795234721
1552,,,n1c(Nc2ccc(O)cc2)nc(-c2cc(NC)ccc2)cc1,4.730863519605898
1553,,,c1(-c2ccnc(Nc3ccc(O)cc3)n2)cccc(NC)c1,4.845364673410403
1554,,,c1(-c2cccc(NC)c2)ccnc(Nc2ccc(O)cc2)n1,4.859305287061306
1555,,,c1c(NC)cccc1-c1ccnc(Nc2ccc(O)cc2)n1,4.797995543308816
1556,,,c1c(NC)cccc1-c1nc(Nc2ccc(O)cc2)ncc1,4.944284012763046
1557,,,O(Cc1cccc(F)c1)c1c(Cl)cc(Nc2ncnc3ccc(-c4ccc(C(=O)NO)o4)cc23)cc1,5.716188529548562
1558,,,Fc1cc(COc2c(Cl)cc(Nc3c4cc(-c5oc(C(=O)NO)cc5)ccc4ncn3)cc2)ccc1,5.838605396150612
1559,,,c1c(-c2ccc(C(NO)=O)o2)cc2c(Nc3ccc(OCc4cc(F)ccc4)c(Cl)c3)ncnc2c1,5.667685947928212
1560,,,c12c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc1ccc(-c1oc(C(NO)=O)cc1)c2,5.650994567405698
1561,,,c1(F)cccc(COc2ccc(Nc3ncnc4c3cc(-c3ccc(C(NO)=O)o3)cc4)cc2Cl)c1,5.727938092314788
1562,,,c1c(OCc2cc(F)ccc2)c(Cl)cc(Nc2c3cc(-c4ccc(C(NO)=O)o4)ccc3ncn2)c1,5.815573161843199
1563,,,c1(Nc2ncnc3c2cc(-c2oc(C(=O)NO)cc2)cc3)cc(Cl)c(OCc2cccc(F)c2)cc1,5.679625170792969
1564,,,c1ccc(COc2c(Cl)cc(Nc3c4cc(-c5oc(C(NO)=O)cc5)ccc4ncn3)cc2)cc1F,5.639105488095977
1565,,,c1(C(NO)=O)oc(-c2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3cc2)cc1,5.545059695989542
1566,,,c1(-c2nc(Nc3cc(N4CCOCC4)ccc3)ncc2)c(-c2cc(NC(Cc3ccccc3)=O)ccc2)nc2n1ccs2,6.074432648583558
1567,,,c1cccc(CC(Nc2cccc(-c3c(-c4ccnc(Nc5cccc(N6CCOCC6)c5)n4)n4ccsc4n3)c2)=O)c1,5.889250390612769
1568,,,N(c1cc(-c2nc3n(ccs3)c2-c2nc(Nc3cccc(N4CCOCC4)c3)ncc2)ccc1)C(=O)Cc1ccccc1,6.155934758720082
1569,,,n12c(scc1)nc(-c1cccc(NC(=O)Cc3ccccc3)c1)c2-c1nc(Nc2cc(N3CCOCC3)ccc2)ncc1,5.858338964359462
1570,,,C1N(c2cccc(Nc3nc(-c4c(-c5cc(NC(=O)Cc6ccccc6)ccc5)nc5sccn45)ccn3)c2)CCOC1,5.941957804056286
1571,,,N(c1cccc(-c2c(-c3nc(Nc4cc(N5CCOCC5)ccc4)ncc3)n3c(n2)scc3)c1)C(=O)Cc1ccccc1,5.962156871796569
1572,,,c1(N2CCOCC2)cc(Nc2nc(-c3c(-c4cc(NC(Cc5ccccc5)=O)ccc4)nc4sccn43)ccn2)ccc1,6.082579963269235
1573,,,c1(-c2c(-c3ccnc(Nc4cc(N5CCOCC5)ccc4)n3)n3ccsc3n2)cc(NC(=O)Cc2ccccc2)ccc1,5.917907015140576
1574,,,c1c(CC(Nc2cc(-c3c(-c4nc(Nc5cc(N6CCOCC6)ccc5)ncc4)n4ccsc4n3)ccc2)=O)cccc1,6.036101441694475
1575,,,O=C(COC)Nc1ccc(N/C=c2\c(=O)n(CC)/c(=C(\C#N)C(=O)OCC)s2)cc1,6.422027613084928
1576,,,N(C(COC)=O)c1ccc(N/C=c2/s/c(=C(\C(=O)OCC)C#N)n(CC)c2=O)cc1,6.304662172294405
1577,,,C(/C(C(=O)OCC)=c1/s/c(=C/Nc2ccc(NC(COC)=O)cc2)c(=O)n1CC)#N,6.2558887927890074
1578,,,COCC(Nc1ccc(N/C=c2/s/c(=C(\C(=O)OCC)C#N)n(CC)c2=O)cc1)=O,6.193825109883437
1579,,,CCn1c(=O)/c(=C\Nc2ccc(NC(=O)COC)cc2)s/c1=C(\C(=O)OCC)C#N,6.333269386321595
1580,,,c1(N/C=c2/s/c(=C(\C(=O)OCC)C#N)n(CC)c2=O)ccc(NC(=O)COC)cc1,6.471751194853291
1581,,,c1cc(NC(COC)=O)ccc1N/C=c1\c(=O)n(CC)/c(=C(/C(=O)OCC)C#N)s1,6.269764654377919
1582,,,n1(CC)/c(=C(/C(=O)OCC)C#N)s/c(=C/Nc2ccc(NC(COC)=O)cc2)c1=O,6.237608056283127
1583,,,c1cc(NC(COC)=O)ccc1N/C=c1\c(=O)n(CC)/c(=C(/C(OCC)=O)C#N)s1,6.356615138375672
1584,,,Nc1nc(-c2cc(C(=O)N)c[nH]2)ccn1,5.024150348038626
1585,,,c1(-c2nc(N)ncc2)cc(C(=O)N)c[nH]1,5.233129002964571
1586,,,c1(C(N)=O)c[nH]c(-c2ccnc(N)n2)c1,4.906882979509665
1587,,,n1c(N)nc(-c2cc(C(N)=O)c[nH]2)cc1,4.991586294418834
1588,,,n1c(N)nc(-c2[nH]cc(C(N)=O)c2)cc1,4.971232017604251
1589,,,c1(C(=O)N)cc(-c2ccnc(N)n2)[nH]c1,4.934210512346323
1590,,,n1c(N)nc(-c2[nH]cc(C(=O)N)c2)cc1,5.220669841205776
1591,,,Nc1nccc(-c2cc(C(=O)N)c[nH]2)n1,4.9968451470003235
1592,,,c1nc(N)nc(-c2cc(C(N)=O)c[nH]2)c1,4.927905198352548
1593,,,c1c(Nc2nc3c(cn2)CCc2c(C(N)=O)nn(C)c2-3)ccc(C(F)(F)F)c1,6.03080085563969
1594,,,FC(F)(F)c1ccc(Nc2nc3c(cn2)CCc2c-3n(C)nc2C(N)=O)cc1,6.096660991569192
1595,,,c1(Nc2ncc3c(n2)-c2n(C)nc(C(N)=O)c2CC3)ccc(C(F)(F)F)cc1,5.999325048847645
1596,,,c1(Nc2ccc(C(F)(F)F)cc2)ncc2c(n1)-c1c(c(C(=O)N)nn1C)CC2,6.091976185469891
1597,,,n1c(Nc2ccc(C(F)(F)F)cc2)nc2c(c1)CCc1c(C(N)=O)nn(C)c1-2,6.206066594294756
1598,,,C(F)(F)(c1ccc(Nc2nc3c(cn2)CCc2c(C(=O)N)nn(C)c2-3)cc1)F,6.104759153202822
1599,,,c1c2c(nc(Nc3ccc(C(F)(F)F)cc3)n1)-c1c(c(C(N)=O)nn1C)CC2,6.093988358434263
1600,,,C(N)(=O)c1nn(C)c2c1CCc1c-2nc(Nc2ccc(C(F)(F)F)cc2)nc1,6.013469134375102
1601,,,O=C(c1c2c(n(C)n1)-c1nc(Nc3ccc(C(F)(F)F)cc3)ncc1CC2)N,5.972416094051243
1602,,,c1(OCc2cccc(F)c2)c(Cl)cc(Nc2c3cc(-c4cccc(/C=C/C(=O)Nc5ccccc5N)c4)ccc3ncn2)cc1,5.288613268209052
1603,,,c1nc2c(cc(-c3cc(/C=C/C(=O)Nc4c(N)cccc4)ccc3)cc2)c(Nc2ccc(OCc3cc(F)ccc3)c(Cl)c2)n1,5.382979494385457
1604,,,c1ccc(F)cc1COc1c(Cl)cc(Nc2c3cc(-c4cccc(/C=C/C(Nc5ccccc5N)=O)c4)ccc3ncn2)cc1,5.311431359927137
1605,,,c1(OCc2cccc(F)c2)c(Cl)cc(Nc2c3cc(-c4cc(/C=C/C(Nc5ccccc5N)=O)ccc4)ccc3ncn2)cc1,5.334313893539943
1606,,,Nc1ccccc1NC(/C=C/c1cc(-c2ccc3c(c(Nc4ccc(OCc5cc(F)ccc5)c(Cl)c4)ncn3)c2)ccc1)=O,5.476241965985931
