mol,pic50,smiles
CHEMBL4566834,7.805208242,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC)cc3OCCO)nc2N1C1CCCC1
CHEMBL4568087,5,Cn1cc(-c2cnc3c(-c4csc(C(=O)N[C@@H]5CCCC[C@@H]5N)c4)cnn3c2)cn1
CHEMBL456936,4,Cc1ccc(O)cc1CC[C@@H]1C(=O)CC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C
CHEMBL4569508,4.259637311,O=C(NCC(F)(F)F)c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)cs1
CHEMBL4570557,8.097453221,CCNC(=O)c1cc(OCCO)c(Nc2ncc3c(n2)N(C2CCCC2)[C@H](CC)C(=O)N3C)cc1F
CHEMBL4573833,7.698970004,CC[C@@H]1C(=O)N(C)c2cnc(Nc3cc(F)c(C(=O)NCCN4CCOCC4)cc3OCCO)nc2N1C1CCCC1
CHEMBL4574072,7.389978975,CCCNC(=O)c1ccc(Nc2ncc3c(n2)N(C2CCCC2)[C@H](CC)C(=O)N3C)c(OCCO)c1
CHEMBL4574255,7.518414064,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CC4)cc3OCCO)nc2N1C1CCCC1
CHEMBL4576641,7.673459331,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NCCN4CCN(C)CC4)cc3OCCO)nc2N1C1CCCC1
CHEMBL4583439,5.602059991,NC(=O)c1sc2c([n+]1[O-])C(SC[C@H](N)C(=O)O)C(C(F)(F)F)=CC2[N+](=O)[O-]
CHEMBL4587599,6.462558717,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCCC4)cc3OCCOC)nc2N1C1CCCC1
CHEMBL4588843,5.744727495,CCOc1cc(C2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(Cc1cccc(C#N)c1)[C@H](CC)C(=O)N2C
CHEMBL4592698,7.854803594,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCCC4)cc3OC)nc2N1C1CCCC1
CHEMBL4634634,4,C[C@@H]1C[C@H]1C(=O)N1CCN(c2cnc(C#N)c(-c3cnn(C)c3)n2)C[C@H]1C
CHEMBL464351,4,Cc1ccc(O)cc1CC[C@H]1[C@@H]2C[C@H](O)[C@H]([C@H](C)CCCC(C)C)[C@@]2(C)CC[C@H]1O
CHEMBL466154,4.12090412,Cc1cc(O)cc2oc3cc(O)cc(O)c3c(=O)c12
CHEMBL471789,7.070581074,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(C)=O)s3)c2cc1OC
CHEMBL471816,7.096910013,COc1cc(Nc2ncc3c(C)nc(-c4ccc(F)cc4)n3n2)cc(OC)c1OC
CHEMBL473420,6,COC(=O)c1sc(-n2cnc3cc(OC)c(OC)cc32)cc1OCc1ccccc1C(F)(F)F
CHEMBL473629,6.886056648,COc1cc2ncn(-c3cc(OCCc4ccccc4)c(C(N)=O)s3)c2cc1OC
CHEMBL473630,7.468521083,COc1cc2ncn(-c3cc(OCC4CCCC4)c(C(N)=O)s3)c2cc1OC
CHEMBL474028,8.698970004,COc1cc2ncn(-c3cc(OCc4ccccc4Br)c(C(N)=O)s3)c2cc1OC
CHEMBL474029,8.22184875,COc1cc2ncn(-c3cc(OCc4ccccc4C#N)c(C(N)=O)s3)c2cc1OC
CHEMBL474053,8.301029996,COc1cc2ncn(-c3cc(OCc4ccccc4OC(F)(F)F)c(C(N)=O)s3)c2cc1OC
CHEMBL474054,8.096910013,COc1ccccc1COc1cc(-n2cnc3cc(OC)c(OC)cc32)sc1C(N)=O
CHEMBL474432,8.698970004,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(=O)O)s3)c2cc1OC
CHEMBL474437,7.455931956,COc1ccc(COc2cc(-n3cnc4ccccc43)sc2C(N)=O)cc1
CHEMBL474603,7.920818754,NC(=O)c1sc(-n2cnc3ccccc32)cc1OCc1ccccc1Cl
CHEMBL474843,8.698970004,COc1ccc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2c1
CHEMBL475215,7.508638306,COc1cc2ncn(-c3cc(OCc4ccccc4S(C)(=O)=O)c(C(N)=O)s3)c2cc1OC
CHEMBL475597,7.920818754,COc1ccccc1COc1cc(-n2cnc3ccccc32)sc1C(N)=O
CHEMBL475616,7.508638306,COc1cc2ncn(-c3cc(OCc4cccc(N(C)C)c4)c(C(N)=O)s3)c2cc1OC
CHEMBL475762,6.886056648,COc1cc2ncn(-c3cc(OCc4ccncc4)c(C(N)=O)s3)c2cc1OC
CHEMBL475763,7.853871964,COc1cc2ncn(-c3cc(OCc4ccnc(Br)c4)c(C(N)=O)s3)c2cc1OC
CHEMBL475783,7.677780705,COc1cc2ncn(-c3cc(OCc4cccc(N)c4)c(C(N)=O)s3)c2cc1OC
CHEMBL475817,4.522878745,Nc1ncc(NC(=O)c2cc(NC(=O)c3cccc(C(F)(F)F)c3)ccc2Cl)cc1Cl
CHEMBL475857,7.920818754,COc1cc2ncn(-c3cc(OCc4ccccc4)c(C(N)=O)s3)c2cc1OC
CHEMBL475881,7.387216143,CCN(CC)CCNC(=O)c1c[nH]c2ccc(N/C=c3/s/c(=C(/C#N)C(=O)NCC(F)(F)F)n(CC)c3=O)cc12
CHEMBL47590,5,CNc1nc(C)c(-c2ccnc(Nc3ccc(O)cc3)n2)s1
CHEMBL475946,6.462180905,CCNC(=O)/C(C#N)=c1\s/c(=C/Nc2cccc(C(=O)NCCCN3CCCC3)c2)c(=O)n1CC
CHEMBL475947,6.30980392,FC(F)(F)c1ccc(Nc2nc(NCc3cccnc3)ncc2-c2nn[nH]n2)cc1
CHEMBL476123,5.795880017,CCCN(CC1CC1)c1nc(NCc2ccc3c(c2)OCO3)ncc1C#N
CHEMBL476124,5.838631998,NC(=O)c1sc2c([N+](=O)[O-])cc(C(F)(F)F)cc2[n+]1[O-]
CHEMBL476125,5.107905397,Nc1cccc(-c2ccnc(Nc3ccc(O)cc3)n2)c1
CHEMBL476136,7,CCn1c(=O)/c(=C\Nc2ccc(CCN3CCCC3)cc2)s/c1=C(/C#N)C(=O)NCC(F)(F)F
CHEMBL476137,6.795880017,CCOC(=O)/C(C#N)=c1\s/c(=C/Nc2ccccc2F)c(=O)n1CC
CHEMBL476138,6.568636236,CCn1c(=O)/c(=C\Nc2ccccc2)s/c1=C(/C#N)C(=O)N1CCCC1
CHEMBL476145,6.017728767,CC(C)(C)c1ccc(Nc2nc(NCc3cccnc3)ncc2-c2nn[nH]n2)cc1
CHEMBL476146,5.982966661,c1csc(CCNc2ncc(-c3nn[nH]n3)c(Nc3ccc4c(c3)OCCO4)n2)c1
CHEMBL476575,7.091514981,CCOC(=O)/C(C#N)=c1\s/c(=C/Nc2ccc(C(C)=O)cc2)c(=O)n1CC
CHEMBL476782,6.721246399,CCn1c(=O)/c(=C\Nc2cccc(NC(=O)C(C)(C)C)c2)s/c1=C(/C#N)C(=O)NC1(CO)CCCC1
CHEMBL477393,6.259637311,CCCN(CC1CC1)c1nc(NC(C)c2ccccc2)ncc1C#N
CHEMBL477407,7.638272164,C=CCOC(=O)/C(C#N)=C1\S[C@@H](CNc2ccc(NC(=O)NCCN3CCCC3)cc2)C(=O)N1CC
CHEMBL477408,7.468521083,C=CCOC(=O)/C(C#N)=C1\SC(CNc2ccc(C(C)=O)cc2)C(=O)N1CC
CHEMBL477604,6.236572006,COc1cccc(Nc2nc(NC(C)c3ccccc3)ncc2C#N)c1
CHEMBL477605,6.124938737,CC(Nc1ncc(C#N)c(N2CCc3ccccc3C2)n1)c1ccccc1
CHEMBL477615,7.443697499,CCCOC(=O)/C(C#N)=c1\s/c(=C/Nc2ccc(O)cc2)c(=O)n1CC
CHEMBL477616,7.431798276,CCOC(=O)/C(C#N)=c1\s/c(=C/Nc2ccc(NC(=O)NCCN3CCCC3)cc2)c(=O)n1CC
CHEMBL478028,6.91721463,Cc1nn(-c2cccc(Cl)c2)c2cc(N[C@@H](C)c3ccccc3)ncc12
CHEMBL478649,4.602059991,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC2CC2)cc1
CHEMBL478654,6.48148606,CC(=O)N(C)c1cccc(Nc2nc(NCCc3cccs3)ncc2-c2nn[nH]n2)c1
CHEMBL478892,5.795880017,CC(Nc1ncc(C#N)c(OCC2CCCCO2)n1)c1ccccc1
CHEMBL480371,6.522878745,NC(=O)c1sc(-n2cnc3cc(C(F)(F)F)ccc32)cc1OCc1ccccc1Br
CHEMBL480382,7.958607315,COc1cc2ncn(-c3cc(OCc4cccs4)c(C(N)=O)s3)c2cc1OC
CHEMBL480383,7.769551079,COc1cc2ncn(-c3cc(OCc4ccsc4)c(C(N)=O)s3)c2cc1OC
CHEMBL480545,8.698970004,COc1cc2ncn(-c3cc(OCc4sccc4Cl)c(C(N)=O)s3)c2cc1OC
CHEMBL481156,7,NC(=O)c1sc(-n2cnc3ccccc32)cc1OCc1ccc(Cl)cc1
CHEMBL481491,7.602059991,NC(=O)c1sc(-n2cnc3ccccc32)cc1OCc1ccccc1C(F)(F)F
CHEMBL481492,7.677780705,Cc1ccccc1COc1cc(-n2cnc3cc(Cl)ccc32)sc1C(N)=O
CHEMBL481510,8.045757491,NC(=O)c1sc(-n2cnc3ccc(C(F)(F)F)cc32)cc1OCc1ccccc1Br
CHEMBL481724,7.214670165,NC(=O)c1sc(-n2cnc3ccccc32)cc1OCc1ccccc1
CHEMBL482151,8.22184875,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=S)s3)c2cc1OC
CHEMBL482326,6,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(=O)N(C)C)s3)c2cc1OC
CHEMBL482349,7.568636236,COc1cc2ncn(-c3cc(OCc4ccco4)c(C(N)=O)s3)c2cc1OC
CHEMBL484473,7.677780705,Cc1nn(-c2cc(Cl)cc(CCC(=O)O)c2)c2cc(N[C@@H](C)c3ccccc3)ncc12
CHEMBL485285,4.602059991,Cc1ccc(C(=O)Nc2cccc(N3CCOCC3)c2)cc1-c1ccc2c(C3CCNCC3)noc2c1
CHEMBL485286,4.602059991,Cc1ccc(NC(=O)c2ccnc(N3CCCC3)c2)cc1-c1ccc2c(C3CCNCC3)noc2c1
CHEMBL485295,6.647817482,Cc1nn(-c2cccc(S(C)(=O)=O)c2)c2cc(N[C@@H](C)c3ccccc3)ncc12
CHEMBL485496,6.19314197,Cc1nn(-c2cc(Cl)cc(Cl)c2)c2cc(N[C@@H](C)c3ccccc3)ncc12
CHEMBL485497,6.562249437,Cc1nn(-c2cc(Cl)cc(Br)c2)c2cc(N[C@@H](C)c3ccccc3)ncc12
CHEMBL486123,5,Cc1nc(-c2ccccc2)n2nc(NCCc3ccncc3)ncc12
CHEMBL486124,5,Cc1nc(-c2ccccc2)n2nc(NCCCN3CCOCC3)ncc12
CHEMBL486346,5,Cc1nc(-c2ccccc2)n2nc(Nc3cccc(C(F)(F)F)c3)ncc12
CHEMBL486367,5.974694135,COc1cc(Nc2ncc3c(C)nc(-c4ccc(C(F)(F)F)cc4)n3n2)cc(OC)c1OC
CHEMBL486550,5.55129368,Cc1nc(-c2ccccc2)n2nc(Nc3ccc([N+](=O)[O-])cc3)ncc12
CHEMBL486551,5.562249437,Cc1nc(-c2ccccc2)n2nc(Nc3ccc(S(N)(=O)=O)cc3)ncc12
CHEMBL486966,5.247183569,COc1ccccc1-c1nc(C)c2cnc(Nc3cc(OC)c(OC)c(OC)c3)nn12
CHEMBL487574,5.70333481,COc1cc(Nc2ncc3c(C)nc(-c4ccccc4[N+](=O)[O-])n3n2)cc(OC)c1OC
CHEMBL487776,5,Cc1nc(-c2ccccc2)n2nc(NC3CCCCC3)ncc12
CHEMBL487976,5.920818754,Cc1nc(-c2ccccc2)n2nc(Nc3ccccc3)ncc12
CHEMBL487977,6.522878745,COc1cccc(Nc2ncc3c(C)nc(-c4ccccc4)n3n2)c1
CHEMBL489083,5.004364805,N=C(N)SCCCn1c(=O)c2c(c1=O)n1c3ccccc3cc1c1cccc3ccn2c31
CHEMBL489992,6.260427656,Cc1cccc(-c2noc3cnc(N[C@@H](C)c4ccccc4)cc23)c1
CHEMBL489993,6.48148606,Cc1cc(C)cc(-c2noc3cnc(N[C@@H](C)c4ccccc4)cc23)c1
CHEMBL490814,7.004364805,C[C@H](Nc1cc2c(-c3cc(Cl)cc(CCCO)c3)noc2cn1)c1ccccc1
CHEMBL490992,5.521866572,C[C@H](Nc1cc2c(-c3cccs3)noc2cn1)c1ccccc1
CHEMBL491021,7.292429824,C[C@H](Nc1cc2c(-c3cc(Cl)cc(CCC(N)=O)c3)noc2cn1)c1ccccc1
CHEMBL491022,4.698970004,C[C@H](Nc1cc2c(Cc3ccccc3)noc2cn1)c1ccccc1
CHEMBL491193,5.244964066,CC1CCCCC1c1noc2cnc(N[C@@H](C)c3ccccc3)cc12
CHEMBL491621,5.307417438,COc1ccc(-c2noc3cnc(N[C@@H](C)c4ccccc4)cc23)cc1OC
CHEMBL491850,5.830913643,Cc1nn(-c2cccc(C(C)C)c2)c2cc(N[C@@H](C)c3ccccc3)ncc12
CHEMBL492008,5,N#Cc1cc([N+](=O)[O-])c2sc(C(N)=O)[n+]([O-])c2c1
CHEMBL492009,4.408935393,O=[N+]([O-])c1cc(C(F)(F)F)cc2c1sc(O)[n+]2[O-]
CHEMBL492055,6.010105436,Cc1nn(-c2cccc(N(C)C)c2)c2cc(N[C@@H](C)c3ccccc3)ncc12
CHEMBL492251,5,COc1ccc(-c2cncc(C#N)c2Nc2ccc3[nH]ccc3c2)cc1OC
CHEMBL493326,9,COc1ccc2ncn(-c3cc(O[C@H](C)c4ccccc4Cl)c(C(N)=O)s3)c2c1
CHEMBL495729,4.602059991,Cc1nnc(-c2ccc(-c3cc(NC(=O)c4ccnc(N5CCCC5)c4)ccc3C)c(C)c2)o1
CHEMBL495926,5.227091805,COc1cccc(-n2nc(C)c3cnc(N[C@@H](C)c4ccccc4)cc32)c1
CHEMBL496125,5.345246067,Cc1nn(-c2ccccc2F)c2cc(N[C@@H](C)c3ccccc3)ncc12
CHEMBL496129,4.602059991,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1-c1ccc(-c2csc(N)n2)cc1
CHEMBL496337,7.37675071,Cc1nn(-c2ccccc2C(N)=O)c2cc(N[C@@H](C)c3ccccc3)ncc12
CHEMBL496954,5.114356128,Cc1ccccc1-n1nc(C)c2cnc(N[C@@H](C)c3ccccc3)cc21
CHEMBL497158,6.324221658,Cc1cccc(-n2nc(C)c3cnc(N[C@@H](C)c4ccccc4)cc32)c1
CHEMBL497159,4.840102099,COc1ccccc1-n1nc(C)c2cnc(N[C@@H](C)c3ccccc3)cc21
CHEMBL497167,6.684029655,CC(=O)Nc1ccccc1-c1cc(Cl)cc(-n2nc(C)c3cnc(N[C@@H](C)c4ccccc4)cc32)c1
CHEMBL497350,4.602059991,Cc1nnc(-c2ccc(-c3cc(NC(=O)c4ccc(CN5CCN(C)CC5)cc4)ccc3C)c(C)c2)o1
CHEMBL497353,4.602059991,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1-c1ccc2c(N)noc2c1
CHEMBL497563,4.602059991,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(C3CCNCC3)noc2c1
CHEMBL497949,5,NC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(CN2CCCCC2)cc1)c1ccccc1
CHEMBL498189,5.489320969,Cc1nn(-c2ccc(F)cc2)c2cc(N[C@@H](C)c3ccccc3)ncc12
CHEMBL498190,7.318758763,Cc1nn(-c2cc(Cl)cc(CCC(=O)NCCO)c2)c2cc(N[C@@H](C)c3ccccc3)ncc12
CHEMBL498191,7.229147988,Cc1nn(-c2cc(Cl)cc(CCCN)c2)c2cc(N[C@@H](C)c3ccccc3)ncc12
CHEMBL50,4.457485784,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
CHEMBL503480,7.337242168,CCOC(=O)/C(C#N)=c1\s/c(=C/Nc2cccc(C)c2)c(=O)n1CC
CHEMBL504667,5.060480747,Clc1ccc(Nc2nccc(-c3cccc(Cl)c3)n2)cc1
CHEMBL505637,5.408935393,O=C(NCCc1ccc(O)c(Br)c1)/C(Cc1cc(Br)c(O)c(-c2cc(C/C(=N/O)C(=O)NCCc3ccc(O)c(Br)c3)cc(Br)c2O)c1)=N\O
CHEMBL507146,5.698970004,O=C1C(C2=C3C(=Nc4ccccc43)/C(=C\c3ccc(O)cc3)C2=O)=C2C(=Nc3ccccc32)/C1=C\c1ccc(O)cc1
CHEMBL507529,7.301029996,C[C@H](Nc1cc2c(cn1)cnn2-c1ccccc1C(N)=O)c1ccccc1
CHEMBL508139,6.385102784,Cc1nn(-c2cccc(C#N)c2)c2cc(N[C@@H](C)c3ccccc3)ncc12
CHEMBL508763,7.853871964,NC(=O)c1sc(-n2cnc3ccccc32)cc1OCc1ccccc1F
CHEMBL513909,8.332547047,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1
CHEMBL514040,7.004364805,COc1cc2ncn(-c3cc(OCc4cccc(C#N)c4)c(C(N)=O)s3)c2cc1OC
CHEMBL514162,8.698970004,COc1cc2ncn(-c3cc(OCc4ccccc4Cl)c(C(N)=O)s3)c2cc1OC
CHEMBL514371,7.148741651,C#CNC(=O)/C(C#N)=c1\s/c(=C/Nc2ccc(OCCN(C)C)cc2)c(=O)n1CC
CHEMBL514499,8.698970004,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC
CHEMBL514634,7.769551079,COc1cc2ncn(-c3cc(OCc4ccccc4C(C)=O)c(C(N)=O)s3)c2cc1OC
CHEMBL514643,7.886056648,COc1ccc(COc2cc(-n3cnc4cc(OC)c(OC)cc43)sc2C(N)=O)cc1
CHEMBL514826,7.920818754,CS(=O)(=O)c1ccc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2c1
CHEMBL514968,8.096910013,COc1ccc2c(c1)ncn2-c1cc(OCc2ccccc2C(F)(F)F)c(C(N)=O)s1
CHEMBL515457,7.13076828,CCn1c(=O)/c(=C\Nc2ccc(OCCN(C)C)cc2)s/c1=C(/C#N)C(=O)NCC(F)F
CHEMBL515982,4,C=C(CC[C@@H](C)[C@H]1CC[C@H]2[C@H](CCc3cc(O)ccc3C)[C@H](O)CC[C@@]21C)C(C)C
CHEMBL516110,6.27572413,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4c3CN(C(=O)Cc3cccs3)C4)cc2)CC1
CHEMBL516248,7.552841969,COc1cccc(COc2cc(-n3cnc4ccccc43)sc2C(N)=O)c1
CHEMBL516362,7.214670165,COc1cc2ncn(-c3cc(OCCCc4ccccc4)c(C(N)=O)s3)c2cc1OC
CHEMBL516429,5,N[C@H](COc1cncc(-c2cc3ccncc3s2)c1)Cc1c[nH]c2ccccc12
CHEMBL516582,6.301029996,CCOC(=O)/C(C#N)=c1\s/c(=C/Nc2ccc(NC(=O)COC)cc2)c(=O)n1CC
CHEMBL517956,4,Cc1ccc(O)cc1CC[C@H]1[C@@H]2CC[C@H]([C@H](C)CCCC(C)C)[C@@]2(C)CC[C@H]1O
CHEMBL518060,4,Cc1ccc(O)cc1CC[C@@H]1C(=O)CC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/CC(C)C
CHEMBL518265,5.187086643,O=[N+]([O-])c1ccc(Nc2nccc(-c3cccc([N+](=O)[O-])c3)n2)cc1
CHEMBL518916,5.573488739,COc1cc(Nc2ncc3c(C)nc(-c4ccccc4Br)n3n2)cc(OC)c1OC
CHEMBL518953,7.958607315,NC(=O)c1sc(-n2cnc3ccccc32)cc1OCc1ccccc1Br
CHEMBL518956,7.920818754,Cc1ccccc1COc1cc(-n2cnc3ccccc32)sc1C(N)=O
CHEMBL518968,6,CNC(=O)c1sc(-n2cnc3cc(OC)c(OC)cc32)cc1OCc1ccccc1C(F)(F)F
CHEMBL519120,8.397940009,Cc1ccccc1COc1cc(-n2cnc3ccc(Cl)cc32)sc1C(N)=O
CHEMBL519224,5,Cc1nc(-c2ccccc2)n2nc(N)ncc12
CHEMBL519225,5.823908741,Cc1nc(-c2ccccc2)n2nc(NCc3ccccc3)ncc12
CHEMBL519257,6.167491087,COc1ccc(Nc2ncc3c(C)nc(-c4ccccc4)n3n2)cc1
CHEMBL519286,6.721246399,COc1cc2ncn(-c3cc(OCc4ccoc4)c(C(N)=O)s3)c2cc1OC
CHEMBL519289,6.602059991,CS(=O)(=O)c1ccc2c(c1)ncn2-c1cc(OCc2ccccc2C(F)(F)F)c(C(N)=O)s1
CHEMBL519375,7.15490196,COc1cc(Nc2ncc3c(C)nc(-c4cccc(Br)c4)n3n2)cc(OC)c1OC
CHEMBL519715,7.397940009,COc1cc(Nc2ncc3c(C)nc(-c4ccccc4)n3n2)cc(OC)c1OC
CHEMBL519858,6.826813732,Cc1cc(C)cc(-n2nc(C)c3cnc(N[C@@H](C)c4ccccc4)cc32)c1
CHEMBL519880,6.387216143,COc1cc(Nc2ncc3c(C)nc(-c4cccc(C(=O)c5ccccc5)c4)n3n2)cc(OC)c1OC
CHEMBL519881,6.301029996,COc1cc(Nc2ncc3c(C)nc(-c4cccc(Oc5ccccc5)c4)n3n2)cc(OC)c1OC
CHEMBL520037,7.522878745,COc1cc(Nc2ncc3c(C)nc(-c4cccc(C(F)(F)F)c4)n3n2)cc(OC)c1OC
CHEMBL520080,7.769551079,COc1cc2ncn(-c3cc(OCC4CCCCC4)c(C(N)=O)s3)c2cc1OC
CHEMBL520284,7.13667714,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(-c4nnn[nH]4)s3)c2cc1OC
CHEMBL520692,6.420216403,Cc1nc(-c2ccccc2)n2nc(Nc3ccc(OCCN(C)C)cc3)ncc12
CHEMBL521204,7.045757491,COc1ccc(Nc2ncc3c(C)nc(-c4ccccc4)n3n2)cc1OC
CHEMBL521734,4.602059991,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(=O)n(CC3CC3)nnc2c1
CHEMBL521761,5.931814138,Cc1ccc(-c2noc3cnc(N[C@@H](C)c4ccccc4)cc23)cc1
CHEMBL521806,7.522878745,COc1cc2ncn(-c3cc(O[C@@H](C)c4ccccc4Cl)c(C(N)=O)s3)c2cc1OC
CHEMBL521887,4.602059991,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1-c1ccc2ccncc2c1
CHEMBL522011,4.920818754,CNc1nc2c(nc(-c3ccccc3)n2C)c2c1ncn2C
CHEMBL522125,5.126156467,C[C@H](Nc1cc2c(C3CCCN(CCC(N)=O)C3)noc2cn1)c1ccccc1
CHEMBL522392,6.333482019,Cc1nn(-c2cccc(F)c2)c2cc(N[C@@H](C)c3ccccc3)ncc12
CHEMBL522579,4.602059991,Cc1nnc(-c2ccc(-c3cc(C(=O)NC4CC4)ccc3C)c(C)c2)o1
CHEMBL522618,6.669586227,C[C@H](Nc1cc2c(-c3ccc4c(c3)OCO4)noc2cn1)c1ccccc1
CHEMBL522709,8.522878745,COc1ccc2ncn(-c3cc(O[C@H](C)c4ccccc4C(F)(F)F)c(C(N)=O)s3)c2c1
CHEMBL523233,6.153044675,COc1ccc(-n2nc(C)c3cnc(N[C@@H](C)c4ccccc4)cc32)cc1
CHEMBL523286,6.204119983,C[C@H](Nc1cc2c(-c3cccc(Cl)c3)noc2cn1)c1ccccc1
CHEMBL523423,5.344093582,Cc1ccc(-n2nc(C)c3cnc(N[C@@H](C)c4ccccc4)cc32)cc1
CHEMBL523487,4.251811973,O=C(c1sc2c([N+](=O)[O-])cc(C(F)(F)F)cc2[n+]1[O-])N1CCCC1
CHEMBL523559,4.602059991,Cc1nnc(-c2ccc(-c3cc(C(=O)Nc4cccc(N5CCOCC5)c4)ccc3C)c(C)c2)o1
CHEMBL523634,6.108462542,Cc1cscc1-c1noc2cnc(N[C@@H](C)c3ccccc3)cc12
CHEMBL524266,6.241088108,Nc1nccc(-c2cc3c([nH]2)[C@@H](CCF)CNC3=O)n1
CHEMBL525907,5.885722703,Cc1nn(-c2ccccc2)c2cc(N[C@@H](C)c3ccccc3)ncc12
CHEMBL525911,7.494850022,Cc1nn(-c2cc(Cl)cc(CCC(N)=O)c2)c2cc(N[C@@H](C)c3ccccc3)ncc12
CHEMBL526639,4.602059991,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2ccncc2c1
CHEMBL526709,4.863279433,CNc1cccc(-c2ccnc(Nc3ccc(O)cc3)n2)c1
CHEMBL535,5,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
CHEMBL550338,5.522878745,NC(=O)c1sc(-c2cnc(Nc3ccccc3)s2)cc1OCc1ccccc1C(F)(F)F
CHEMBL550475,7.920818754,C[C@@H](Oc1cc(-c2cnc3ccccn23)sc1C(N)=O)c1ccc(CN2CCNC(=O)C2)cc1Cl
CHEMBL550741,6.522878745,C[C@H](Oc1cc(-c2cnc3ccccn23)sc1C(N)=O)c1ccccc1Cl
CHEMBL551078,7.698970004,C[C@@H](Oc1cc(-c2cnc3ccccn23)sc1C(N)=O)c1ccc(CNC(C)(C)C)cc1C(F)F
CHEMBL551079,8.008773924,C[C@@H](Oc1cc(-c2cnc3ccccn23)sc1C(N)=O)c1ccc(CNC(C)(C)C)cc1OC(F)F
CHEMBL551483,7.677780705,CCNCc1ccc([C@@H](C)Oc2cc(-c3cnc4ccccn34)sc2C(N)=O)c(Cl)c1
CHEMBL551545,7.677780705,C[C@@H](Oc1cc(-c2cnc3ccccn23)sc1C(N)=O)c1ccc(CNC(C)(C)C)cc1Cl
CHEMBL552084,7.721246399,C[C@@H](Oc1cc(-c2cnc3ccccn23)sc1C(N)=O)c1ccc(CNCCCO)cc1Cl
CHEMBL552348,7.795880017,C[C@@H](Oc1cc(-c2cnc3ccccn23)sc1C(N)=O)c1ccc(CN2CCS(=O)(=O)CC2)cc1Cl
CHEMBL553,4,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
CHEMBL555970,7.795880017,CNCc1ccc([C@@H](C)Oc2cc(-c3cnc4ccccn34)sc2C(N)=O)c(Cl)c1
CHEMBL557126,7.769551079,C[C@@H](Oc1cc(-c2cnc3ccccn23)sc1C(N)=O)c1ccc(CN2CCN(C)CC2)cc1Cl
CHEMBL557735,6.823908741,Cc1cc(CNC(C)(C)C)ccc1[C@@H](C)Oc1cc(-c2cnc3ccccn23)sc1C(N)=O
CHEMBL557878,6.366531544,Cn1cncc1-c1cc(OCc2ccccc2C(F)(F)F)c(C(N)=O)s1
CHEMBL557945,7.408935393,CC(Oc1cc(-c2cnc3ccccn23)sc1C(N)=O)c1cc(CO)ccc1Cl
CHEMBL558074,5.677780705,NC(=O)c1sc(-c2cnc(NC(=O)c3ccccc3)s2)cc1OCc1ccccc1C(F)(F)F
CHEMBL559639,5,Cn1nc(C(=O)NC2CC2)c2c1-c1nc(Nc3ccccc3)ncc1CC2
CHEMBL559845,7.167491087,Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccccc3)ncc1CC2
CHEMBL559888,7.337242168,C[C@@H](Oc1cc(-c2cnc3ccccn23)sc1C(N)=O)c1ccc(CNC(C)(C)C)cc1F
CHEMBL559891,6.886056648,NC(=O)c1sc(-c2cnn3ccccc23)cc1OCc1ccccc1C(F)(F)F
